Class,TimeAccLoz1Dol-min(x),TimeAccLoz1Dol-max(x),TimeAccLoz1Dol-mean(x),TimeAccLoz1Dol-rms(x),TimeAccLoz1Dol-std(x),FFTAccSignal1-PeakTrackFilter(x_BaseFrequency_0_25000_DataPointsNumber),FFTAccSignal1-PeakTrackFilter(x_BaseFrequency_1_25000_DataPointsNumber),FFTAccSignal1-PeakTrackFilterRange(x_400_600_25000_DataPointsNumber),FFTAccSignal1-PeakTrackFilterRange(x_1000_1400_25000_DataPointsNumber),FFTAccSignal1-PeakTrackFilterRange(x_4700_5600_25000_DataPointsNumber),FFTAccSignal1-RMSFilter(x_400_600_25000_DataPointsNumber),FFTAccSignal1-RMSFilter(x_1000_1400_25000_DataPointsNumber),FFTAccSignal1-RMSFilter(x_4700_5600_25000_DataPointsNumber),TimeAccLoz1Gor-min(x),TimeAccLoz1Gor-max(x),TimeAccLoz1Gor-mean(x),TimeAccLoz1Gor-rms(x),TimeAccLoz1Gor-std(x),FFTAccSignal2-PeakTrackFilter(x_BaseFrequency_0_25000_DataPointsNumber),FFTAccSignal2-PeakTrackFilter(x_BaseFrequency_1_25000_DataPointsNumber),FFTAccSignal2-PeakTrackFilterRange(x_400_600_25000_DataPointsNumber),FFTAccSignal2-PeakTrackFilterRange(x_1000_1400_25000_DataPointsNumber),FFTAccSignal2-PeakTrackFilterRange(x_4700_5600_25000_DataPointsNumber),FFTAccSignal2-RMSFilter(x_400_600_25000_DataPointsNumber),FFTAccSignal2-RMSFilter(x_1000_1400_25000_DataPointsNumber),FFTAccSignal2-RMSFilter(x_4700_5600_25000_DataPointsNumber),TimeAccOsZ-min(x),TimeAccOsZ-max(x),TimeAccOsZ-mean(x),TimeAccOsZ-rms(x),TimeAccOsZ-std(x),FFTAccSignal3-PeakTrackFilter(x_BaseFrequency_0_25000_DataPointsNumber),FFTAccSignal3-PeakTrackFilter(x_BaseFrequency_1_25000_DataPointsNumber),FFTAccSignal3-PeakTrackFilterRange(x_400_600_25000_DataPointsNumber),FFTAccSignal3-PeakTrackFilterRange(x_1000_1400_25000_DataPointsNumber),FFTAccSignal3-PeakTrackFilterRange(x_4700_5600_25000_DataPointsNumber),FFTAccSignal3-RMSFilter(x_400_600_25000_DataPointsNumber),FFTAccSignal3-RMSFilter(x_1000_1400_25000_DataPointsNumber),FFTAccSignal3-RMSFilter(x_4700_5600_25000_DataPointsNumber),TimeAccProbka-min(x),TimeAccProbka-max(x),TimeAccProbka-mean(x),TimeAccProbka-rms(x),TimeAccProbka-std(x),FFTAccSignal4-PeakTrackFilter(x_BaseFrequency_0_25000_DataPointsNumber),FFTAccSignal4-PeakTrackFilter(x_BaseFrequency_1_25000_DataPointsNumber),FFTAccSignal4-PeakTrackFilterRange(x_400_600_25000_DataPointsNumber),FFTAccSignal4-PeakTrackFilterRange(x_1000_1400_25000_DataPointsNumber),FFTAccSignal4-PeakTrackFilterRange(x_4700_5600_25000_DataPointsNumber),FFTAccSignal4-RMSFilter(x_400_600_25000_DataPointsNumber),FFTAccSignal4-RMSFilter(x_1000_1400_25000_DataPointsNumber),FFTAccSignal4-RMSFilter(x_4700_5600_25000_DataPointsNumber),TimeMicSignal-min(x),TimeMicSignal-max(x),TimeMicSignal-mean(x),TimeMicSignal-rms(x),TimeMicSignal-std(x),FFTMic-RMSFilter(x_10_500_25000_16000),FFTMic-RMSFilter(x_500_1000_25000_16000),FFTMic-RMSFilter(x_1000_2000_25000_16000),FFTMic-RMSFilter(x_2000_3000_25000_16000),FFTMic-RMSFilter(x_3000_4000_25000_16000),FFTMic-RMSFilter(x_4000_5000_25000_16000),FFTMic-RMSFilter(x_5000_6000_25000_16000),FFTMic-RMSFilter(x_6000_7000_25000_16000),FFTMic-RMSFilter(x_7000_8000_25000_16000),FFTMic-RMSFilter(x_8000_9000_25000_16000),FFTMic-RMSFilter(x_9000_10000_25000_16000),FFTMic-RMSFilter(x_10000_11000_25000_16000),FFTMic-RMSFilter(x_11000_12500_25000_16000)
1,-27.68,27.955,0.0027617,2.0542,2.0542,0.0057874,0.026697,0.14509,0.087386,0.092112,0.018906,0.025061,0.021347,-25.971,28.367,0.0024623,1.8366,1.8366,0.015814,0.014965,0.15441,0.061224,0.05273,0.019626,0.017966,0.010604,-23.469,21.119,0.0023082,1.444,1.444,0.0044433,0.0056812,0.03026,0.02704,0.024237,0.004507,0.0074637,0.0057933,-21.989,38.179,0.00098658,2.9107,2.9107,0.0081812,0.0095645,0.46815,0.1275,0.037402,0.059985,0.02931,0.0015,-1.8254,1.8311,0.00016667,0.34174,0.34174,0.0069581,0.010271,0.0057832,0.0045834,0.0066472,0.0032362,0.002049,0.003873,0.0081304,0.0047216,0.0022781,0.0021297,0.0012366
1,-29.344,29.45,0.0019737,2.3128,2.3128,0.0052488,0.027594,0.1523,0.11518,0.11008,0.022952,0.028363,0.024394,-31.51,26.704,0.00078035,2.0663,2.0663,0.01524,0.015445,0.15929,0.080035,0.055266,0.023687,0.020209,0.011844,-23.164,22.492,0.0015558,1.6198,1.6198,0.0028679,0.0060726,0.032759,0.032063,0.021606,0.0054055,0.009075,0.0065872,-23.057,26.46,-0.0016906,3.1454,3.1454,0.0080689,0.006664,0.55554,0.11632,0.03262,0.07241,0.02946,0.0017874,-2.0586,2.2371,6.4643e-05,0.36808,0.36808,0.0084006,0.010981,0.0058971,0.0050397,0.006537,0.0033996,0.0023838,0.0043152,0.0094452,0.0046461,0.0030878,0.0024398,0.0014198
1,-36.592,36.409,0.0007662,2.1224,2.1224,0.0049787,0.026524,0.1155,0.087639,0.097407,0.018182,0.02451,0.023171,-51.393,39.247,0.0013881,1.8891,1.8891,0.014933,0.015421,0.12396,0.058644,0.05303,0.018916,0.017451,0.011493,-29.725,26.49,0.0032385,1.4875,1.4875,0.0021487,0.0067924,0.034617,0.028482,0.021364,0.0052889,0.0075277,0.0061141,-21.21,32.96,0.0002306,3.0226,3.0226,0.0095193,0.0063825,0.48093,0.12646,0.028123,0.058304,0.028067,0.0020527,-2.0413,1.9088,2.3033e-05,0.34597,0.34597,0.0068889,0.01047,0.0056633,0.004753,0.0065844,0.0031192,0.0020699,0.004081,0.0083326,0.0053529,0.0029366,0.0021846,0.001092
1,-33.845,35.813,0.0037625,1.9617,1.9617,0.0052487,0.025111,0.10811,0.085174,0.083264,0.016351,0.022354,0.020615,-28.977,33.464,0.00060599,1.7293,1.7293,0.015238,0.014212,0.11523,0.056434,0.048483,0.016781,0.015925,0.0097741,-20.829,24.857,0.0020647,1.2995,1.2995,0.0024286,0.0052587,0.025405,0.026879,0.021674,0.0043698,0.0071862,0.0053262,-24.644,27.94,0.0013735,2.7467,2.7467,0.0099649,0.005524,0.29595,0.11815,0.03169,0.04681,0.026549,0.0020571,-1.9492,2.0787,0.00034472,0.35045,0.35045,0.0080458,0.010481,0.0055935,0.0051031,0.0064559,0.0033258,0.0023382,0.0039271,0.0083914,0.0048405,0.00328,0.0021984,0.0010542
1,-36.027,28.397,0.0017791,2.1388,2.1388,0.0052004,0.027702,0.1871,0.098034,0.088085,0.020815,0.025394,0.022364,-27.955,30.244,0.0013194,1.904,1.904,0.014876,0.015477,0.19553,0.06756,0.051173,0.021628,0.018134,0.010774,-21.119,20.92,0.0025804,1.4194,1.4194,0.0052839,0.0049722,0.04049,0.031856,0.020559,0.0054047,0.0077718,0.0059833,-21.165,38.896,8.7795e-05,2.9861,2.9861,0.0072242,0.0048916,0.47848,0.12997,0.039912,0.060754,0.029462,0.0020627,-2.2342,2.0211,0.00062962,0.36029,0.36029,0.0059174,0.011101,0.0053682,0.00514,0.0068067,0.0033306,0.0021933,0.0041819,0.009026,0.0060986,0.0029115,0.0020104,0.0013479
1,-27.787,34.852,0.0015976,2.0572,2.0572,0.0045734,0.028113,0.18655,0.094756,0.082426,0.020177,0.024234,0.020891,-26.185,28.26,0.0020232,1.8034,1.8034,0.015276,0.016033,0.19594,0.066054,0.040156,0.021138,0.017469,0.010104,-19.181,20.463,0.00020561,1.3393,1.3393,0.0022172,0.0067264,0.037006,0.027666,0.016616,0.0056996,0.0067727,0.0051716,-26.399,48.906,0.00030525,2.9721,2.9721,0.0065031,0.0033816,0.57569,0.10282,0.026838,0.067502,0.027978,0.0018732,-2.1104,1.8829,0.00083745,0.3531,0.3531,0.0074832,0.01086,0.0051474,0.0051749,0.006253,0.0030744,0.0020035,0.0037198,0.0088051,0.0058171,0.0022559,0.0019287,0.0013803
1,-31.098,31.816,0.0012219,2.125,2.125,0.0047531,0.025463,0.1399,0.092016,0.083343,0.023038,0.024472,0.021349,-30.732,34.471,0.00056203,1.9108,1.9108,0.015335,0.014168,0.14873,0.063587,0.042515,0.023941,0.017631,0.010674,-33.052,40.147,0.0015956,1.4258,1.4258,0.0020654,0.0043967,0.027717,0.031061,0.019057,0.0053971,0.0073959,0.0058355,-20.478,36.821,-0.00027183,2.9894,2.9894,0.011556,0.0041975,0.45816,0.13727,0.026982,0.069383,0.028833,0.0017072,-2.1651,2.2659,0.00065639,0.35166,0.35166,0.0057766,0.010917,0.004621,0.0045017,0.0064113,0.0031397,0.0021818,0.0040579,0.009867,0.0053033,0.0024219,0.0020802,0.0014204
1,-30.335,25.697,-0.00039501,2.0181,2.0181,0.0042361,0.029771,0.1214,0.074067,0.084135,0.019886,0.023538,0.02008,-28.581,24.674,0.0029179,1.7787,1.7787,0.015606,0.017311,0.13102,0.053614,0.043133,0.020625,0.016833,0.0097495,-20.6,20.844,0.00079576,1.307,1.307,0.004643,0.0060713,0.028883,0.020899,0.018734,0.0053554,0.006639,0.0053505,-19.227,33.464,1.677e-05,2.8683,2.8683,0.01086,0.0070759,0.44722,0.15982,0.033574,0.067375,0.027003,0.0014547,-1.9981,2.0701,0.00060709,0.34502,0.34502,0.0059753,0.010522,0.0048036,0.0045631,0.0063692,0.0030525,0.0019794,0.0038363,0.0097801,0.0044777,0.0025018,0.0019945,0.0015175
1,-28.611,38.835,0.00036582,2.8907,2.8907,0.005254,0.02253,0.14503,0.156,0.090605,0.028315,0.041088,0.025959,-26.399,28.886,-0.0028212,2.5399,2.5399,0.015428,0.012602,0.15119,0.10715,0.049903,0.029421,0.029199,0.01262,-23.576,27.238,0.004027,1.9208,1.9208,0.0038894,0.0053114,0.03136,0.038869,0.024356,0.0073225,0.011713,0.0065134,-22.34,42.314,0.069254,3.7419,3.7413,0.017337,0.016614,0.44839,0.1213,0.077191,0.091099,0.028626,0.0028966,-3.167,3.0749,0.00043747,0.46364,0.46364,0.0053291,0.011635,0.0051525,0.0048355,0.00345,0.0026816,0.0035715,0.0060104,0.01494,0.0059645,0.0038063,0.0032837,0.0022248
1,-30.274,30.351,0.0017795,2.4578,2.4578,0.0049876,0.026581,0.082372,0.12272,0.091208,0.023622,0.033997,0.022303,-24.827,31.755,0.00041025,2.1293,2.1293,0.014743,0.016247,0.096081,0.082669,0.050149,0.024788,0.024018,0.010341,-26.261,24.781,0.007421,1.6208,1.6208,0.0046065,0.0040975,0.024909,0.042276,0.021898,0.006242,0.010192,0.0054991,-19.898,34.379,-0.026424,4.5154,4.5153,0.009365,0.0027483,0.79968,0.17305,0.024624,0.1285,0.028265,0.0010917,-2.2025,2.3292,0.00042179,0.43099,0.43099,0.012222,0.0085462,0.0082288,0.0045766,0.0032417,0.002868,0.0028141,0.0059773,0.011308,0.0056472,0.0034863,0.0025043,0.0017492
1,-32.884,44.404,0.0035059,2.6635,2.6635,0.0060376,0.025898,0.090757,0.12511,0.12136,0.022401,0.033771,0.026734,-35.005,37.919,0.0012171,2.2801,2.2801,0.015625,0.014637,0.10164,0.08946,0.048293,0.023168,0.023933,0.011761,-29.74,27.039,0.0072043,1.9754,1.9754,0.0037951,0.0063166,0.021953,0.036088,0.025857,0.0059718,0.010485,0.0059652,-27.406,37.4,-0.006656,4.7539,4.7539,0.018731,0.0056606,0.56903,0.19899,0.034055,0.12753,0.036398,0.0013407,-2.214,2.1161,0.00052685,0.39963,0.39963,0.0063923,0.0091355,0.0061964,0.0040847,0.0035454,0.002503,0.0029941,0.0057364,0.011168,0.0053858,0.0029154,0.0024015,0.0017585
2,-36.699,37.126,0.0017348,1.8927,1.8927,0.012458,0.028412,0.088531,0.096444,0.072534,0.021632,0.025138,0.015966,-35.997,28.84,-9.7823e-05,1.6628,1.6629,0.018599,0.016148,0.098462,0.064724,0.069857,0.021924,0.017769,0.008075,-32.289,36.699,0.0064491,1.2429,1.2428,0.0043695,0.0045718,0.027461,0.029798,0.022211,0.0056813,0.0080594,0.0037362,-27.65,43.031,-0.0012207,4.498,4.498,0.045377,0.0042115,0.63863,0.15156,0.02662,0.12557,0.029632,0.0013309,-2.2745,2.5998,7.6682e-05,0.41129,0.41129,0.011261,0.010312,0.0058194,0.0073021,0.0054059,0.0032437,0.0036158,0.0057039,0.010222,0.0048516,0.0026902,0.0022485,0.0014797
2,-73.717,78.036,0.0019362,6.3308,6.3308,0.041892,0.018697,0.57788,0.26323,0.21096,0.061542,0.06691,0.06238,-67.141,78.921,0.0022408,5.495,5.495,0.016029,0.0082748,0.52546,0.19832,0.10064,0.057631,0.047992,0.030613,-51.408,54.796,0.0076,4.1371,4.1371,0.020238,0.0086013,0.12864,0.14175,0.072138,0.016545,0.023789,0.018324,-38.392,71.978,-0.0012103,5.876,5.876,0.096259,0.0068233,0.95106,0.17304,0.034786,0.16191,0.039754,0.002722,-9.6105,8.8216,0.00041612,1.0116,1.0116,0.012732,0.011075,0.0054731,0.0049933,0.0073057,0.0031758,0.011676,0.035495,0.03027,0.0073213,0.002713,0.0055553,0.01028
2,-79.424,76.312,0.0030875,5.8893,5.8894,0.06546,0.021364,0.37595,0.16287,0.20979,0.061528,0.050307,0.060476,-63.143,75.701,0.0012611,5.0739,5.0739,0.016006,0.009829,0.35531,0.13016,0.10149,0.057934,0.03676,0.029585,-48.967,55.01,0.0058418,3.9064,3.9064,0.045776,0.0047136,0.11108,0.11531,0.063269,0.015834,0.019467,0.017003,-52.66,98.712,0.0085683,7.1604,7.1604,0.19601,0.052169,1.2453,0.27017,0.027451,0.19457,0.046538,0.0033916,-11.105,11.087,0.00049842,1.5706,1.5706,0.018895,0.010271,0.0049381,0.0045671,0.0056317,0.0025669,0.0087049,0.035734,0.074517,0.00541,0.0020063,0.0033035,0.0078413
